TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Target
20.36,2024-11-04 08:11:15.000000000,Debit,Tucson,Branch,62.0,Retired,75.0,1.0,2762.48,2024-11-04 08:11:15.000000000,1
113.64,2024-11-04 08:07:55.000000000,Debit,Detroit,Online,45.0,Retired,32.0,1.0,6675.03,2024-11-04 08:07:55.000000000,3
493.11,2024-11-04 08:08:01.000000000,Debit,Colorado Springs,Branch,53.0,Retired,236.0,1.0,7432.99,2024-11-04 08:08:01.000000000,3
307.41,2024-11-04 08:09:48.000000000,Debit,Los Angeles,ATM,19.0,Student,14.0,1.0,1057.0,2024-11-04 08:09:48.000000000,0
11.18,2024-11-04 08:10:20.000000000,Debit,Atlanta,Online,43.0,Doctor,161.0,1.0,5956.89,2024-11-04 08:10:20.000000000,4
313.82,2024-11-04 08:08:42.000000000,Debit,Tucson,Branch,59.0,Engineer,151.0,1.0,7261.59,2024-11-04 08:08:42.000000000,1
51.0,2024-11-04 08:08:23.000000000,Debit,Seattle,Branch,64.0,Retired,107.0,1.0,4943.16,2024-11-04 08:08:23.000000000,1
140.98,2024-11-04 08:12:13.000000000,Debit,Memphis,Branch,60.0,Engineer,100.0,1.0,8127.48,2024-11-04 08:12:13.000000000,2
288.04,2024-11-04 08:10:00.000000000,Debit,Denver,ATM,68.0,Retired,63.0,1.0,1748.02,2024-11-04 08:10:00.000000000,3
800.55,2024-11-04 08:06:49.000000000,Debit,Oklahoma City,ATM,31.0,Engineer,108.0,1.0,9660.22,2024-11-04 08:06:49.000000000,2
485.54,2024-11-04 08:11:46.000000000,Debit,Houston,ATM,46.0,Engineer,143.0,1.0,6371.51,2024-11-04 08:11:46.000000000,0
521.15,2024-11-04 08:07:31.000000000,Debit,Kansas City,ATM,54.0,Doctor,214.0,1.0,9442.47,2024-11-04 08:07:31.000000000,0
321.79,2024-11-04 08:10:01.000000000,Credit,Raleigh,ATM,63.0,Retired,112.5,1.0,5959.2,2024-11-04 08:10:01.000000000,5
304.93,2024-11-04 08:08:15.000000000,Debit,Portland,ATM,65.0,Doctor,158.0,1.0,13531.22,2024-11-04 08:08:15.000000000,5
432.08,2024-11-04 08:11:46.000000000,Debit,El Paso,ATM,40.0,Doctor,145.0,1.0,11500.62,2024-11-04 08:11:46.000000000,3
694.2,2024-11-04 08:07:23.000000000,Debit,Milwaukee,ATM,61.0,Retired,72.0,1.0,1389.37,2024-11-04 08:07:23.000000000,2
116.86,2024-11-04 08:12:15.000000000,Debit,Louisville,ATM,55.0,Engineer,171.0,1.0,6706.56,2024-11-04 08:12:15.000000000,2
211.36,2024-11-04 08:10:50.000000000,Credit,Detroit,Branch,57.0,Doctor,149.0,1.0,7175.29,2024-11-04 08:10:50.000000000,3
74.88,2024-11-04 08:07:46.000000000,Debit,Atlanta,ATM,25.0,Student,202.0,1.0,420.67,2024-11-04 08:07:46.000000000,4
211.36,2024-11-04 08:09:48.000000000,Debit,Philadelphia,Branch,75.0,Retired,99.0,1.0,7323.53,2024-11-04 08:09:48.000000000,5
134.7,2024-11-04 08:11:07.000000000,Debit,Fort Worth,ATM,50.0,Doctor,106.0,1.0,8395.85,2024-11-04 08:11:07.000000000,0
890.24,2024-11-04 08:07:32.000000000,Credit,Las Vegas,Online,33.0,Engineer,161.0,1.0,5140.93,2024-11-04 08:07:32.000000000,0
361.27,2024-11-04 08:10:07.000000000,Debit,Omaha,ATM,63.0,Doctor,180.0,1.0,7945.57,2024-11-04 08:10:07.000000000,2
131.56,2024-11-04 08:07:12.000000000,Debit,Charlotte,Branch,44.0,Doctor,42.0,1.0,5873.54,2024-11-04 08:07:12.000000000,4
485.51,2024-11-04 08:08:02.000000000,Credit,Milwaukee,Online,76.0,Retired,37.0,1.0,3074.45,2024-11-04 08:08:02.000000000,2
547.87,2024-11-04 08:10:31.000000000,Debit,Columbus,ATM,64.0,Retired,131.0,1.0,6155.76,2024-11-04 08:10:31.000000000,3
457.3,2024-11-04 08:07:53.000000000,Debit,Virginia Beach,Online,28.0,Engineer,15.0,1.0,8318.29,2024-11-04 08:07:53.000000000,1
506.24,2024-11-04 08:11:40.000000000,Debit,Chicago,ATM,58.0,Engineer,64.0,1.0,230.09,2024-11-04 08:11:40.000000000,3
486.59,2024-11-04 08:10:02.000000000,Debit,Indianapolis,Branch,57.0,Retired,119.0,1.0,2513.56,2024-11-04 08:10:02.000000000,0
163.68,2024-11-04 08:11:01.000000000,Debit,San Diego,Branch,41.0,Doctor,292.0,1.0,10090.05,2024-11-04 08:11:01.000000000,5
581.65,2024-11-04 08:09:39.000000000,Debit,Boston,ATM,22.0,Student,176.0,1.0,480.19,2024-11-04 08:09:39.000000000,4
52.01,2024-11-04 08:11:27.000000000,Debit,Mesa,ATM,48.0,Doctor,85.0,1.0,1120.88,2024-11-04 08:11:27.000000000,2
630.24,2024-11-04 08:11:52.000000000,Debit,Boston,ATM,21.0,Student,62.0,1.0,370.81,2024-11-04 08:11:52.000000000,4
523.74,2024-11-04 08:06:52.000000000,Debit,Oklahoma City,ATM,43.0,Doctor,159.0,1.0,13498.55,2024-11-04 08:06:52.000000000,2
705.6,2024-11-04 08:09:04.000000000,Debit,Phoenix,Branch,40.0,Doctor,124.0,3.0,14804.7,2024-11-04 08:09:04.000000000,5
217.5,2024-11-04 08:06:58.000000000,Credit,Denver,Branch,46.0,Engineer,35.0,1.0,3057.4,2024-11-04 08:06:58.000000000,3
91.48,2024-11-04 08:09:17.000000000,Debit,Fort Worth,ATM,51.0,Doctor,141.0,1.0,14942.78,2024-11-04 08:09:17.000000000,0
5.25,2024-11-04 08:12:22.000000000,Debit,San Jose,ATM,39.0,Doctor,49.0,1.0,14143.32,2024-11-04 08:12:22.000000000,1
54.03,2024-11-04 08:07:36.000000000,Credit,Milwaukee,ATM,56.0,Retired,161.0,1.0,6736.3,2024-11-04 08:07:36.000000000,2
736.73,2024-11-04 08:10:54.000000000,Debit,Memphis,Branch,48.0,Engineer,10.0,1.0,3313.07,2024-11-04 08:10:54.000000000,2
368.91,2024-11-04 08:10:28.000000000,Debit,Virginia Beach,Branch,54.0,Doctor,14.0,1.0,829.71,2024-11-04 08:10:28.000000000,1
33.06,2024-11-04 08:06:43.000000000,Credit,Fort Worth,Online,53.0,Retired,170.0,1.0,1540.87,2024-11-04 08:06:43.000000000,0
66.5,2024-11-04 08:08:06.000000000,Credit,Louisville,Online,32.0,Engineer,144.0,1.0,6820.23,2024-11-04 08:08:06.000000000,2
177.08,2024-11-04 08:12:21.000000000,Debit,Las Vegas,Branch,35.0,Doctor,85.0,1.0,13475.14,2024-11-04 08:12:21.000000000,0
588.54,2024-11-04 08:10:37.000000000,Debit,Portland,Branch,32.0,Engineer,130.0,1.0,714.45,2024-11-04 08:10:37.000000000,5
173.5,2024-11-04 08:11:52.000000000,Debit,Nashville,ATM,21.0,Student,282.0,1.0,1306.91,2024-11-04 08:11:52.000000000,2
78.33,2024-11-04 08:08:18.000000000,Credit,Memphis,Online,56.0,Engineer,189.0,1.0,7255.33,2024-11-04 08:08:18.000000000,2
40.66,2024-11-04 08:11:28.000000000,Debit,Louisville,Branch,59.0,Retired,156.0,1.0,1153.84,2024-11-04 08:11:28.000000000,2
97.22,2024-11-04 08:11:17.000000000,Credit,Atlanta,Branch,77.0,Retired,55.0,1.0,6647.73,2024-11-04 08:11:17.000000000,4
34.07,2024-11-04 08:07:21.000000000,Debit,Philadelphia,Branch,22.0,Student,81.0,1.0,8709.77,2024-11-04 08:07:21.000000000,5
492.06,2024-11-04 08:09:56.000000000,Debit,Fresno,Online,23.0,Student,74.0,1.0,857.9,2024-11-04 08:09:56.000000000,0
842.01,2024-11-04 08:08:33.000000000,Credit,Virginia Beach,Online,53.0,Doctor,185.0,1.0,509.45,2024-11-04 08:08:33.000000000,1
73.55,2024-11-04 08:11:21.000000000,Debit,Atlanta,ATM,51.0,Engineer,158.0,1.0,2812.06,2024-11-04 08:11:21.000000000,4
760.53,2024-11-04 08:09:35.000000000,Debit,Phoenix,Online,57.0,Engineer,118.0,1.0,6179.91,2024-11-04 08:09:35.000000000,5
273.08,2024-11-04 08:07:57.000000000,Credit,Houston,Branch,45.0,Engineer,134.0,1.0,6609.3,2024-11-04 08:07:57.000000000,0
371.69,2024-11-04 08:09:59.000000000,Debit,San Francisco,Branch,67.0,Retired,143.0,1.0,3484.32,2024-11-04 08:09:59.000000000,1
218.96,2024-11-04 08:10:35.000000000,Debit,Seattle,ATM,18.0,Student,13.0,1.0,754.21,2024-11-04 08:10:35.000000000,1
227.39,2024-11-04 08:11:36.000000000,Debit,Atlanta,Online,18.0,Student,65.0,1.0,751.09,2024-11-04 08:11:36.000000000,4
237.99,2024-11-04 08:11:36.000000000,Credit,Kansas City,Branch,39.0,Doctor,86.0,1.0,8510.09,2024-11-04 08:11:36.000000000,0
186.6,2024-11-04 08:06:24.000000000,Debit,Fort Worth,Online,58.0,Doctor,13.0,1.0,1508.72,2024-11-04 08:06:24.000000000,0
341.15,2024-11-04 08:10:09.000000000,Debit,San Jose,Online,18.0,Student,148.0,1.0,511.37,2024-11-04 08:10:09.000000000,1
434.58,2024-11-04 08:08:15.000000000,Debit,Memphis,ATM,59.0,Doctor,215.0,1.0,12648.32,2024-11-04 08:08:15.000000000,2
312.88,2024-11-04 08:07:23.000000000,Credit,Portland,Branch,54.0,Engineer,44.0,1.0,233.21,2024-11-04 08:07:23.000000000,5
75.15,2024-11-04 08:11:00.000000000,Debit,Boston,ATM,23.0,Student,154.0,1.0,1092.92,2024-11-04 08:11:00.000000000,4
23.3,2024-11-04 08:08:06.000000000,Debit,Los Angeles,ATM,59.0,Engineer,161.0,1.0,6711.15,2024-11-04 08:08:06.000000000,0
47.38,2024-11-04 08:07:05.000000000,Credit,Seattle,Online,25.0,Student,61.0,1.0,459.37,2024-11-04 08:07:05.000000000,1
512.81,2024-11-04 08:11:58.000000000,Debit,Sacramento,Branch,79.0,Retired,30.0,1.0,6994.34,2024-11-04 08:11:58.000000000,5
488.15,2024-11-04 08:11:13.000000000,Debit,Louisville,Branch,43.0,Engineer,168.0,1.0,7071.09,2024-11-04 08:11:13.000000000,2
12.82,2024-11-04 08:08:25.000000000,Debit,Fort Worth,ATM,44.0,Engineer,156.0,1.0,9045.19,2024-11-04 08:08:25.000000000,0
66.9,2024-11-04 08:10:39.000000000,Credit,Charlotte,Online,79.0,Retired,129.0,4.0,5238.71,2024-11-04 08:10:39.000000000,4
535.91,2024-11-04 08:10:49.000000000,Debit,Las Vegas,Online,43.0,Engineer,22.0,1.0,9642.12,2024-11-04 08:10:49.000000000,0
270.72,2024-11-04 08:11:05.000000000,Credit,Washington,Online,26.0,Engineer,53.0,1.0,6263.96,2024-11-04 08:11:05.000000000,1
97.98,2024-11-04 08:08:43.000000000,Debit,Denver,Branch,72.0,Retired,18.0,1.0,7460.33,2024-11-04 08:08:43.000000000,3
196.08,2024-11-04 08:06:31.000000000,Debit,San Francisco,Online,61.0,Retired,98.0,1.0,4233.82,2024-11-04 08:06:31.000000000,1
251.18,2024-11-04 08:07:55.000000000,Debit,San Jose,ATM,42.0,Engineer,246.0,1.0,8303.9,2024-11-04 08:07:55.000000000,1
44.52,2024-11-04 08:10:28.000000000,Debit,El Paso,Online,28.0,Student,205.0,1.0,314.28,2024-11-04 08:10:28.000000000,3
178.87,2024-11-04 08:10:16.000000000,Debit,Baltimore,Online,35.0,Doctor,180.0,1.0,5241.23,2024-11-04 08:10:16.000000000,4
386.68,2024-11-04 08:06:28.000000000,Debit,New York,Branch,46.0,Doctor,128.0,1.0,6863.06,2024-11-04 08:06:28.000000000,2
167.14,2024-11-04 08:06:26.000000000,Debit,Denver,Online,76.0,Retired,20.0,1.0,3877.73,2024-11-04 08:06:26.000000000,3
345.22,2024-11-04 08:07:36.000000000,Debit,Fresno,Branch,69.0,Retired,253.0,1.0,4046.58,2024-11-04 08:07:36.000000000,0
74.85,2024-11-04 08:11:49.000000000,Debit,Raleigh,ATM,72.0,Retired,117.0,1.0,2409.73,2024-11-04 08:11:49.000000000,5
671.73,2024-11-04 08:12:04.000000000,Debit,Washington,Branch,58.0,Engineer,54.0,1.0,5211.88,2024-11-04 08:12:04.000000000,1
255.04,2024-11-04 08:11:38.000000000,Debit,Seattle,ATM,45.0,Engineer,152.0,1.0,6217.86,2024-11-04 08:11:38.000000000,1
45.77,2024-11-04 08:08:01.000000000,Debit,Philadelphia,Online,25.0,Student,109.0,1.0,5978.12,2024-11-04 08:08:01.000000000,5
329.69,2024-11-04 08:09:49.000000000,Credit,San Antonio,Online,26.0,Student,66.0,1.0,1671.66,2024-11-04 08:09:49.000000000,5
362.04,2024-11-04 08:08:47.000000000,Credit,Philadelphia,Branch,58.0,Doctor,198.0,2.0,8421.88,2024-11-04 08:08:47.000000000,5
11.92,2024-11-04 08:11:22.000000000,Debit,San Diego,Branch,53.0,Doctor,52.0,1.0,14611.9,2024-11-04 08:11:22.000000000,5
47.42,2024-11-04 08:08:56.000000000,Debit,San Diego,ATM,64.0,Doctor,28.0,1.0,8253.52,2024-11-04 08:08:56.000000000,5
35.99,2024-11-04 08:09:17.000000000,Debit,Miami,Branch,63.0,Retired,129.0,1.0,4489.79,2024-11-04 08:09:17.000000000,2
151.19,2024-11-04 08:11:16.000000000,Credit,New York,Branch,37.0,Doctor,96.0,1.0,11903.82,2024-11-04 08:11:16.000000000,2
242.62,2024-11-04 08:07:09.000000000,Credit,San Francisco,Online,22.0,Student,234.0,1.0,483.02,2024-11-04 08:07:09.000000000,1
48.72,2024-11-04 08:07:27.000000000,Debit,Virginia Beach,Branch,21.0,Student,17.0,1.0,816.08,2024-11-04 08:07:27.000000000,1
43.46,2024-11-04 08:10:45.000000000,Debit,Boston,ATM,25.0,Student,80.0,1.0,578.06,2024-11-04 08:10:45.000000000,4
443.79,2024-11-04 08:11:16.000000000,Debit,Las Vegas,ATM,53.0,Retired,87.0,1.0,3133.85,2024-11-04 08:11:16.000000000,0
365.14,2024-11-04 08:07:25.000000000,Debit,Dallas,Online,68.0,Retired,57.0,1.0,5894.09,2024-11-04 08:07:25.000000000,3
757.41,2024-11-04 08:09:03.000000000,Debit,Los Angeles,ATM,22.0,Student,37.0,1.0,9532.42,2024-11-04 08:09:03.000000000,0
20.54,2024-11-04 08:07:28.000000000,Debit,Fort Worth,Branch,51.0,Engineer,72.0,1.0,5327.03,2024-11-04 08:07:28.000000000,0
475.36,2024-11-04 08:06:59.000000000,Debit,Phoenix,ATM,34.0,Engineer,105.0,1.0,2000.6,2024-11-04 08:06:59.000000000,5
34.74,2024-11-04 08:11:03.000000000,Debit,San Francisco,ATM,56.0,Retired,24.0,1.0,6827.57,2024-11-04 08:11:03.000000000,1
689.54,2024-11-04 08:08:53.000000000,Debit,Oklahoma City,Branch,27.0,Student,93.0,1.0,1633.76,2024-11-04 08:08:53.000000000,2
211.18,2024-11-04 08:11:50.000000000,Debit,Washington,ATM,73.0,Retired,90.0,1.0,4069.17,2024-11-04 08:11:50.000000000,1
211.36,2024-11-04 08:11:10.000000000,Credit,Fort Worth,Branch,51.0,Engineer,286.0,1.0,7943.47,2024-11-04 08:11:10.000000000,0
744.41,2024-11-04 08:11:27.000000000,Credit,Houston,Online,39.0,Engineer,107.0,1.0,8842.47,2024-11-04 08:11:27.000000000,0
61.43,2024-11-04 08:08:18.000000000,Debit,Phoenix,Online,24.0,Student,170.0,1.0,1882.77,2024-11-04 08:08:18.000000000,5
167.44,2024-11-04 08:10:49.000000000,Debit,Mesa,Branch,37.0,Doctor,82.0,1.0,12526.71,2024-11-04 08:10:49.000000000,2
361.46,2024-11-04 08:10:42.000000000,Debit,Nashville,Online,21.0,Student,83.0,1.0,4737.84,2024-11-04 08:10:42.000000000,2
378.85,2024-11-04 08:09:07.000000000,Debit,Virginia Beach,Branch,78.0,Retired,126.0,1.0,2300.53,2024-11-04 08:09:07.000000000,1
241.11,2024-11-04 08:10:49.000000000,Debit,Columbus,Branch,30.0,Doctor,55.0,1.0,12385.05,2024-11-04 08:10:49.000000000,3
131.93,2024-11-04 08:06:50.000000000,Credit,Fort Worth,Branch,31.0,Engineer,13.0,1.0,4547.06,2024-11-04 08:06:50.000000000,0
20.28,2024-11-04 08:10:02.000000000,Debit,Oklahoma City,Online,36.0,Engineer,213.0,1.0,2047.83,2024-11-04 08:10:02.000000000,2
415.88,2024-11-04 08:08:01.000000000,Debit,San Diego,Branch,70.0,Doctor,170.0,1.0,10008.33,2024-11-04 08:08:01.000000000,5
49.99,2024-11-04 08:08:15.000000000,Debit,Omaha,ATM,62.0,Retired,112.5,1.0,2299.64,2024-11-04 08:08:15.000000000,2
100.66,2024-11-04 08:11:54.000000000,Debit,Dallas,Branch,50.0,Doctor,144.0,1.0,14473.33,2024-11-04 08:11:54.000000000,3
485.54,2024-11-04 08:11:09.000000000,Debit,Louisville,Online,19.0,Student,148.0,1.0,1533.32,2024-11-04 08:11:09.000000000,2
321.15,2024-11-04 08:06:33.000000000,Debit,Los Angeles,Branch,46.0,Doctor,179.0,1.0,7005.05,2024-11-04 08:06:33.000000000,0
711.3,2024-11-04 08:09:32.000000000,Debit,San Jose,Branch,21.0,Student,51.0,1.0,955.4,2024-11-04 08:09:32.000000000,1
12.23,2024-11-04 08:07:29.000000000,Debit,Houston,ATM,42.0,Engineer,139.0,1.0,7844.88,2024-11-04 08:07:29.000000000,0
350.94,2024-11-04 08:10:35.000000000,Debit,Colorado Springs,ATM,20.0,Student,64.0,1.0,221.56,2024-11-04 08:10:35.000000000,3
301.85,2024-11-04 08:10:05.000000000,Debit,Columbus,Online,54.0,Engineer,25.0,1.0,6586.19,2024-11-04 08:10:05.000000000,3
29.34,2024-11-04 08:11:42.000000000,Debit,Louisville,Online,65.0,Retired,30.0,1.0,3944.82,2024-11-04 08:11:42.000000000,2
231.71,2024-11-04 08:07:02.000000000,Debit,Raleigh,Branch,27.0,Student,148.0,1.0,1127.98,2024-11-04 08:07:02.000000000,5
179.43,2024-11-04 08:10:00.000000000,Debit,Oklahoma City,ATM,58.0,Retired,244.0,1.0,2626.63,2024-11-04 08:10:00.000000000,2
36.71,2024-11-04 08:11:44.000000000,Debit,Jacksonville,Branch,48.0,Doctor,55.0,1.0,6459.38,2024-11-04 08:11:44.000000000,0
138.12,2024-11-04 08:11:23.000000000,Credit,Los Angeles,Branch,53.0,Doctor,281.0,1.0,1649.69,2024-11-04 08:11:23.000000000,0
233.24,2024-11-04 08:07:39.000000000,Debit,Louisville,ATM,33.0,Engineer,72.0,1.0,6939.23,2024-11-04 08:07:39.000000000,2
609.14,2024-11-04 08:11:33.000000000,Debit,Tucson,ATM,39.0,Engineer,177.0,1.0,9033.87,2024-11-04 08:11:33.000000000,1
436.64,2024-11-04 08:08:23.000000000,Debit,Los Angeles,Branch,31.0,Doctor,111.0,1.0,14365.18,2024-11-04 08:08:23.000000000,0
870.43,2024-11-04 08:07:52.000000000,Debit,Los Angeles,Branch,29.0,Doctor,55.0,1.0,10115.18,2024-11-04 08:07:52.000000000,0
354.4,2024-11-04 08:10:00.000000000,Debit,Chicago,ATM,74.0,Retired,128.0,1.0,7358.65,2024-11-04 08:10:00.000000000,3
22.63,2024-11-04 08:10:56.000000000,Debit,Kansas City,Online,53.0,Engineer,112.0,1.0,4438.03,2024-11-04 08:10:56.000000000,0
182.19,2024-11-04 08:06:27.000000000,Debit,Mesa,Branch,26.0,Student,53.0,1.0,1176.1,2024-11-04 08:06:27.000000000,2
126.81,2024-11-04 08:12:22.000000000,Debit,Philadelphia,Branch,26.0,Engineer,290.0,1.0,5427.98,2024-11-04 08:12:22.000000000,5
288.17,2024-11-04 08:10:16.000000000,Debit,Virginia Beach,Online,37.0,Engineer,50.0,1.0,3653.11,2024-11-04 08:10:16.000000000,1
118.77,2024-11-04 08:10:29.000000000,Debit,Atlanta,Branch,55.0,Engineer,123.0,1.0,2104.82,2024-11-04 08:10:29.000000000,4
651.82,2024-11-04 08:07:02.000000000,Debit,Indianapolis,ATM,21.0,Student,166.0,1.0,1802.77,2024-11-04 08:07:02.000000000,0
66.65,2024-11-04 08:11:00.000000000,Debit,Detroit,ATM,37.0,Engineer,33.0,1.0,3559.96,2024-11-04 08:11:00.000000000,3
98.53,2024-11-04 08:11:19.000000000,Debit,Denver,Branch,69.0,Retired,166.0,1.0,3564.8,2024-11-04 08:11:19.000000000,3
138.95,2024-11-04 08:08:37.000000000,Debit,Washington,Online,71.0,Retired,30.0,1.0,6752.92,2024-11-04 08:08:37.000000000,1
33.89,2024-11-04 08:11:36.000000000,Debit,Nashville,Branch,26.0,Student,177.0,1.0,1444.75,2024-11-04 08:11:36.000000000,2
23.71,2024-11-04 08:09:16.000000000,Debit,Atlanta,Branch,58.0,Doctor,164.0,1.0,10788.89,2024-11-04 08:09:16.000000000,4
26.06,2024-11-04 08:12:00.000000000,Debit,San Diego,ATM,65.0,Doctor,283.0,1.0,12893.63,2024-11-04 08:12:00.000000000,5
17.07,2024-11-04 08:11:25.000000000,Debit,Los Angeles,Branch,27.0,Engineer,44.0,1.0,2798.15,2024-11-04 08:11:25.000000000,0
703.89,2024-11-04 08:06:44.000000000,Debit,San Antonio,Online,46.0,Engineer,62.0,1.0,3583.67,2024-11-04 08:06:44.000000000,5
26.55,2024-11-04 08:07:23.000000000,Debit,Houston,ATM,77.0,Retired,228.0,1.0,3085.38,2024-11-04 08:07:23.000000000,0
147.4,2024-11-04 08:07:18.000000000,Debit,San Jose,Branch,42.0,Engineer,259.0,1.0,6797.71,2024-11-04 08:07:18.000000000,1
202.11,2024-11-04 08:10:01.000000000,Debit,Memphis,ATM,27.0,Student,18.0,1.0,746.47,2024-11-04 08:10:01.000000000,2
308.42,2024-11-04 08:06:34.000000000,Debit,Nashville,Branch,75.0,Retired,39.0,1.0,5427.81,2024-11-04 08:06:34.000000000,2
11.18,2024-11-04 08:10:57.000000000,Debit,Miami,ATM,53.0,Engineer,144.0,1.0,7467.3,2024-11-04 08:10:57.000000000,2
294.15,2024-11-04 08:07:20.000000000,Debit,Fresno,Online,38.0,Engineer,136.0,1.0,6362.16,2024-11-04 08:07:20.000000000,0
29.58,2024-11-04 08:11:01.000000000,Debit,Colorado Springs,Branch,54.0,Engineer,112.5,1.0,8345.26,2024-11-04 08:11:01.000000000,3
139.45,2024-11-04 08:10:08.000000000,Debit,Boston,Online,27.0,Student,31.0,1.0,1305.76,2024-11-04 08:10:08.000000000,4
432.63,2024-11-04 08:10:24.000000000,Debit,Colorado Springs,ATM,29.0,Doctor,137.0,1.0,13648.36,2024-11-04 08:10:24.000000000,3
131.43,2024-11-04 08:12:12.000000000,Debit,Charlotte,Online,43.0,Doctor,65.0,1.0,1337.5,2024-11-04 08:12:12.000000000,4
516.72,2024-11-04 08:11:35.000000000,Debit,Mesa,ATM,42.0,Engineer,128.0,1.0,2015.69,2024-11-04 08:11:35.000000000,2
121.82,2024-11-04 08:08:07.000000000,Debit,Colorado Springs,Online,69.0,Doctor,123.0,3.0,8354.54,2024-11-04 08:08:07.000000000,3
374.5,2024-11-04 08:08:37.000000000,Credit,San Francisco,Branch,26.0,Student,178.0,1.0,1671.51,2024-11-04 08:08:37.000000000,1
166.13,2024-11-04 08:12:08.000000000,Debit,Omaha,ATM,68.0,Doctor,227.0,1.0,11822.53,2024-11-04 08:12:08.000000000,2
626.9,2024-11-04 08:11:30.000000000,Debit,Chicago,ATM,23.0,Student,146.0,1.0,587.11,2024-11-04 08:11:30.000000000,3
466.85,2024-11-04 08:09:35.000000000,Debit,Austin,Branch,56.0,Retired,165.0,1.0,5422.53,2024-11-04 08:09:35.000000000,4
788.84,2024-11-04 08:09:42.000000000,Debit,Phoenix,Online,58.0,Retired,231.0,1.0,1913.73,2024-11-04 08:09:42.000000000,5
873.65,2024-11-04 08:09:57.000000000,Credit,Oklahoma City,Online,37.0,Doctor,59.0,1.0,12139.83,2024-11-04 08:09:57.000000000,2
525.28,2024-11-04 08:09:39.000000000,Debit,Colorado Springs,ATM,69.0,Retired,134.0,1.0,4693.6,2024-11-04 08:09:39.000000000,3
110.17,2024-11-04 08:12:11.000000000,Debit,Raleigh,ATM,30.0,Engineer,137.0,1.0,464.2,2024-11-04 08:12:11.000000000,5
632.69,2024-11-04 08:09:26.000000000,Debit,Denver,ATM,80.0,Retired,76.0,1.0,4363.74,2024-11-04 08:09:26.000000000,3
124.35,2024-11-04 08:11:35.000000000,Debit,Oklahoma City,ATM,72.0,Retired,90.0,1.0,3319.76,2024-11-04 08:11:35.000000000,2
43.85,2024-11-04 08:07:18.000000000,Debit,Fresno,ATM,62.0,Retired,122.0,1.0,4356.98,2024-11-04 08:07:18.000000000,0
283.81,2024-11-04 08:10:46.000000000,Debit,San Diego,Branch,28.0,Student,29.0,1.0,1519.35,2024-11-04 08:10:46.000000000,5
168.53,2024-11-04 08:12:09.000000000,Debit,San Francisco,ATM,71.0,Retired,112.0,1.0,5962.58,2024-11-04 08:12:09.000000000,1
218.59,2024-11-04 08:07:12.000000000,Credit,Denver,Branch,40.0,Engineer,123.0,1.0,6699.23,2024-11-04 08:07:12.000000000,3
132.84,2024-11-04 08:08:40.000000000,Debit,Oklahoma City,ATM,21.0,Student,143.0,1.0,822.73,2024-11-04 08:08:40.000000000,2
157.37,2024-11-04 08:10:30.000000000,Credit,Dallas,Branch,42.0,Doctor,289.0,1.0,13964.31,2024-11-04 08:10:30.000000000,3
144.77,2024-11-04 08:10:54.000000000,Debit,Albuquerque,Online,20.0,Student,159.0,1.0,867.32,2024-11-04 08:10:54.000000000,4
643.22,2024-11-04 08:07:46.000000000,Debit,Atlanta,ATM,64.0,Doctor,93.0,1.0,1035.86,2024-11-04 08:07:46.000000000,4
208.07,2024-11-04 08:11:43.000000000,Debit,Oklahoma City,Online,32.0,Doctor,36.0,1.0,8478.9,2024-11-04 08:11:43.000000000,2
94.3,2024-11-04 08:08:14.000000000,Debit,Phoenix,Branch,57.0,Doctor,57.0,1.0,11088.95,2024-11-04 08:08:14.000000000,5
295.5,2024-11-04 08:07:08.000000000,Debit,Mesa,ATM,59.0,Retired,36.0,1.0,6280.66,2024-11-04 08:07:08.000000000,2
30.23,2024-11-04 08:12:06.000000000,Debit,Austin,ATM,44.0,Doctor,99.0,1.0,481.13,2024-11-04 08:12:06.000000000,4
112.05,2024-11-04 08:08:31.000000000,Credit,Phoenix,ATM,26.0,Student,159.0,1.0,1122.88,2024-11-04 08:08:31.000000000,5
180.24,2024-11-04 08:09:17.000000000,Debit,Phoenix,Branch,58.0,Engineer,144.0,1.0,8431.23,2024-11-04 08:09:17.000000000,5
13.71,2024-11-04 08:11:17.000000000,Credit,Denver,Online,38.0,Engineer,148.0,1.0,8342.79,2024-11-04 08:11:17.000000000,3
96.54,2024-11-04 08:10:31.000000000,Debit,New York,Branch,58.0,Retired,95.0,1.0,7182.22,2024-11-04 08:10:31.000000000,2
79.35,2024-11-04 08:09:48.000000000,Debit,Los Angeles,Online,67.0,Retired,70.0,1.0,1692.15,2024-11-04 08:09:48.000000000,0
101.04,2024-11-04 08:06:43.000000000,Debit,San Antonio,ATM,27.0,Student,160.0,1.0,1695.57,2024-11-04 08:06:43.000000000,5
74.42,2024-11-04 08:11:23.000000000,Debit,El Paso,Online,49.0,Engineer,68.0,1.0,6264.21,2024-11-04 08:11:23.000000000,3
